46,136,145,160,165,160,150,137,134,136,133,121,116,122,119,103,84,70,61,58,62,73,85,92,100,106,99,94,80,73,57,46,32,21,13,7,8,24
10,7,12,40,50,62,62,56,44,29,24,23,32,57,69,73,75,74,70,66,58,50,48,55,58,52,36,31,28,25,26,33,40,39,36,33,20,12,10
8,8,8,8,7,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7
